alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,residual sugar,sulphates,total sulfur dioxide,volatile acidity,alcohol_score,density_score,volatile acidity_score,free sulfur dioxide_score,total sulfur dioxide_score,residual sugar_score,citric acid_score,fixed acidity_score,chlorides_score,sulphates_score,pH_score
10.8,0.04,0.37,0.992,7.9,16.0,3.18,1.2,0.63,75.0,0.18,0.11819410312505077,0.0681339715074641,0.3118860922336327,-0.33859809544159836,0.014152982697227805,-0.10270431347598094,0.06540509718410575,-0.10200687860233881,0.06797133622308935,0.08878419499618542,-0.03275566115504348
12.4,0.044,0.4,0.9912,6.6,48.0,3.54,1.5,0.52,143.0,0.16,0.621413173660381,0.05516073296952666,0.30060418565788544,0.13501964014661505,0.03549281228110948,-0.1038820044805037,0.01335170238542889,0.047840988629279,0.020025889904774295,-0.006268304018950938,0.09566172747851955
9.7,0.04,0.62,1.0002,8.3,41.0,2.98,19.25,0.67,172.0,0.42,-0.30218105928787087,-0.1268716557242506,-0.2631290681602739,0.105440287254297,-0.07325287554032656,0.09702069274344538,-0.003232880244447367,-0.07840653695764288,0.07308728497255736,0.08423150689793321,-0.051569638054190486
11.4,0.032,0.38,0.9914,6.6,28.0,3.25,1.5,0.55,112.0,0.17,0.13626070954020633,0.0704078901505524,0.33205646205252093,0.0986197381131725,0.03283300925539049,-0.1274816661737023,0.08168831814046693,0.03377374559656907,0.0921029326822369,0.018411825086987955,-0.01680472644373629
9.6,0.046,0.04,0.9928,6.3,30.0,3.24,1.1,0.36,99.0,0.48,-0.2829452223436353,0.06783994778489474,-0.22913167383710556,0.09448891715388008,-0.005093516107872451,-0.12251879882738853,-0.14525381932718326,0.012390527733360857,-0.009650329475094456,-0.04638335870165888,-0.008806089049805893
12.8,0.029,0.48,0.9892,6.2,29.0,3.33,1.2,0.39,75.0,0.66,0.6086938314714719,0.07569119805031804,-0.2405605546827337,0.09197828937260441,0.010473524069465202,-0.11630241970182081,0.03307959149882786,0.0022037391530947067,0.10488647613675314,-0.05504179308920723,0.11620881969319942
11.3,0.033,0.42,0.9917,7.4,17.0,3.12,1.1,0.53,171.0,0.34,0.13123797483473174,0.040476103810060615,-0.21830820089054925,-0.3143242252682279,-0.10625000226692494,-0.1210784964639122,-0.009365114436173851,-0.08075192084880078,0.11252235891297906,0.0054908223235293945,-0.035082647653767784
9.5,0.044,0.14,0.9955,6.5,34.0,3.22,7.5,0.5,133.0,0.31,-0.38402158559138727,0.01359535994082967,-0.14933143956665298,0.08717418911047548,0.0505683564226971,0.0315927746735651,-0.11893764369167847,0.04281214696876597,0.005470743661807193,0.010414605184446925,-0.045964572150532734
12.8,0.029,0.48,0.9892,6.2,29.0,3.33,1.2,0.39,75.0,0.66,0.6101694050535182,0.049910517527069244,-0.2300645815233527,0.09757018077170336,0.007991118227761418,-0.11962033330705453,-0.0077596642366643525,0.002781930145792403,0.09827782346605411,-0.05629716804530143,0.14038710237425506
11.0,0.038,0.38,0.9912,6.4,19.0,3.17,2.9,0.35,102.0,0.31,0.15104153910841414,0.0729068916619649,-0.14586400622661777,-0.3294619056392925,-0.0003198518525697097,0.03437548438285632,0.07137087741123561,0.04593899789473432,0.050411833342844006,-0.049266820832448766,-0.05703591377100913
10.5,0.049,0.42,0.993,6.8,41.0,3.47,1.7,0.48,122.0,0.26,0.13824906061988027,0.05887483189952548,0.04874832240149798,0.12070018765087033,0.05044465060538452,-0.14008922333908128,-0.019359654064505114,0.016614026486071076,-0.021672842175643203,0.033715086085708675,0.10876662935268597
9.3,0.07400000000000001,0.14,0.9937,7.6,25.0,3.05,1.5,0.51,168.0,0.67,-0.37952452090622285,0.07344933590445801,-0.2369354421250119,0.07615646670708735,-0.08612663290059148,-0.14578961917862335,-0.1172771505434468,-0.10101206223680168,-0.17986902625159396,0.001768700735879913,-0.045230355024997296
10.0,0.052000000000000005,0.41,0.9951,6.6,16.0,3.42,1.3,0.47,142.0,0.27,-0.3045056721700333,-0.009036729313366455,-0.1435828500264157,-0.32041058626699176,0.03127840355835774,-0.10533373805238806,0.0008017636269327449,0.031864846177765076,-0.16727547937328732,-0.03951324853677709,0.09058502221464905
10.4,0.046,0.32,0.9955,7.0,56.0,3.25,9.0,0.5,245.0,0.25,-0.29735964308162804,-0.031212864527375855,0.05370521024974443,0.13455025403555781,-0.09702583898018961,0.04404997858254966,0.08279198859525656,0.056423531480387853,0.010146602226841802,-0.014126383961904208,-0.03848484521816298
10.0,0.052000000000000005,0.35,0.993,6.9,35.0,3.45,1.0,0.44,146.0,0.24,-0.29206208659312427,0.0585469642959143,0.03752033266517478,0.13170783963257743,0.013476937313910533,-0.12927749266471478,0.061941643083741234,0.04354986329266588,-0.1831714437466801,-0.0661974409656817,0.10973111813478921
10.5,0.051,0.39,0.9961,7.0,32.0,3.38,8.7,0.53,141.0,0.28,0.14837431203694965,0.015274222754212021,-0.14674083377652894,0.09265431674444129,0.019036493499162154,0.039921306027372996,0.06895955302132803,0.04425790618659227,-0.16626503596436804,0.014869951535594577,0.1204559769393601
11.6,0.047,0.48,0.9914,7.4,17.0,3.19,1.1,0.49,132.0,0.27,0.5957272551095988,0.05948167574263316,-0.1334462132126646,-0.3409106244051865,0.04887245980264864,-0.13885474391115005,0.011083465490438267,-0.10876241731846836,0.009830908936563734,0.010897789651380985,-0.024889303824710544
12.3,0.033,0.36,0.9906,7.2,37.0,3.1,2.0,0.71,114.0,0.32,0.6135063149576074,0.07771395171341186,-0.13482348130425398,0.12897562000140478,0.06530178256526016,0.028510025306523627,0.05546547914939418,0.0647478565541534,0.10161802461982049,0.11295525253477257,-0.047731585698477776
10.0,0.044,0.39,0.9974,8.5,20.0,3.2,10.4,0.53,142.0,0.24,-0.29463686454040994,-0.11695418010638027,0.03377009765351786,-0.32583587966276156,0.021217128489220572,0.09649568027615948,0.06139451309759673,-0.09866217284269958,-0.006862270741461758,-0.0011449205961583042,-0.012383669052918905
10.2,0.042,0.34,0.9934,8.3,7.0,3.47,1.1,0.4,47.0,0.14,-0.27386996758423615,0.09528450574574229,0.33916014107125664,-0.31699423361853263,0.00834907511518059,-0.11055622932706777,0.06672046642941575,-0.1034914862919179,0.05477999197054336,-0.05495559226058244,0.09896137505116853
10.8,0.05,0.36,0.992,7.4,31.0,3.19,2.05,0.44,100.0,0.25,0.14804485629752132,0.0722010534374686,0.05294246212945139,0.0773678253675581,-0.02671673771264928,-0.0008181986140591092,0.03367988339046698,-0.08889722604253648,-0.0005148887807069184,-0.027714891755109546,-0.01960456109783007
9.0,0.045,0.34,0.9939,6.2,43.0,3.42,1.5,0.51,117.0,0.12,-0.3741093044135637,0.014974221641004318,0.3283242131864612,0.12541393172406468,0.04935977527303318,-0.12031994813977953,0.06050885697198227,0.005851169171711318,0.00563706426001401,0.03697583341590519,0.10644672226449585
10.2,0.044,0.2,0.9962,5.8,22.0,3.37,14.95,0.37,179.0,0.27,-0.2953183449457609,-0.10520078462508757,-0.12326992727595065,-0.3397558580017011,-0.06524908619547772,0.0876378180739253,-0.12300971640060004,0.010197474440396563,0.015906520737237355,-0.0545881776386627,0.10753970484049195
12.8,0.08,0.43,0.9905,7.3,21.0,3.19,1.7,0.42,123.0,0.28,0.617209414692883,0.05504857510281536,-0.13858614319091372,-0.3315147783671022,0.045314166480173515,-0.10196689641549649,-0.00576732663122332,0.05850080806797619,-0.18384969918411417,-0.046822312712489086,-0.037204803784555256
10.0,0.051,0.23,0.9934,6.5,25.0,3.24,5.4,0.35,149.0,0.39,-0.3174174437126671,0.0721001431012649,-0.22287290854924866,0.07010029289978288,0.010238948389364743,0.023759370624012562,-0.15136132189474516,0.05582954796002529,-0.1802533595902322,-0.05266449483922591,-0.03155592434578052
11.2,0.053,0.32,0.9906,7.0,38.0,3.13,1.2,0.28,138.0,0.33,0.1486962739457091,0.08847844072381254,-0.21969022396075705,0.11264044261626747,0.02211322310357923,-0.12386538377993268,0.082670991355376,0.0513214690236962,-0.1958939854670205,-0.04127338684116584,-0.04855667458287267
8.6,0.057,0.39,0.9999,7.3,45.0,3.21,17.95,0.36,149.0,0.24,-0.4079571190319771,-0.1588165682274098,0.04376358087334459,0.11573726876119528,0.03311106064330771,0.083182304103268,0.07177437696928818,0.058769079134521236,-0.19936141391002823,-0.05709526976644593,-0.03992439640509069
8.6,0.057,0.39,0.9999,7.3,45.0,3.21,17.95,0.36,149.0,0.24,-0.3560148753827051,-0.11838195603183205,0.0415055906035427,0.11595679467290328,0.02182608194917468,0.08033425802432523,0.05678419318091607,0.06350700096883592,-0.202815501877753,-0.06369079415665829,-0.01570058827123239
9.4,0.172,0.39,0.9937,6.7,63.0,3.11,2.5,0.36,158.0,0.23,-0.3849810955406299,0.040981258004301406,0.050656155804687186,0.13678094842580787,0.03632183843976795,0.009796220462571788,0.0787825868509258,0.05877517102160628,-0.17302923289748007,-0.05691503401368843,-0.05509755688434094
9.4,0.173,0.39,0.9937,6.7,63.0,3.1,2.9,0.34,157.0,0.24,-0.38756353359693174,0.044241416987361615,0.04505219846033814,0.13052455028295787,0.03092581213629605,0.0029952710108737493,0.049277888674705284,0.033913087150330035,-0.18812910821457404,-0.051622084685591006,-0.052548727271360146
9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46,160.0,0.31,-0.31315301360507175,0.040035300305956756,-0.13509717716041558,0.09720760644676854,0.029451405888343923,0.047727991559434635,-0.13387543677236766,0.040722695079342945,-0.1792203465677141,-0.04105310210084323,-0.017150267289370268
9.5,0.057,0.27,0.9934,6.6,33.0,3.22,1.4,0.56,152.0,0.24,-0.39529982440194233,0.07745624051369279,0.040078795027742226,0.09694979828195226,0.05184159867002786,-0.14120420653593993,-0.12374238663859695,0.044041522001926056,-0.1922725785292407,0.10057035374189867,-0.03180556101759514
9.5,0.06,0.26,0.9934,6.7,33.0,3.24,1.4,0.56,154.0,0.23,-0.3989003257810077,0.0630959934308484,0.0513728691592799,0.09763372575483757,0.05338146655424676,-0.12699007196971773,-0.10994051457696907,0.04578613400333057,-0.17984653407919676,0.11454162690679083,-0.019318118913201666
10.0,0.058,0.31,0.9931,7.4,38.0,3.16,1.4,0.53,167.0,0.18,-0.288204297931465,0.0792901848794985,0.32271650210684566,0.12018314671540482,0.04706478233328027,-0.12489290272521673,0.0883977370474874,-0.08936455748326234,-0.18682853309853759,0.01878248442314077,-0.03432039991541171
9.8,0.063,0.26,0.994,6.2,63.0,3.27,4.4,0.52,206.0,0.45,-0.29403489482422507,0.011320441252087969,-0.23569179622540012,0.12365390934999788,-0.07453122844448505,0.03241024202193134,-0.1376812428451853,0.03382065769979493,-0.15301564684914465,0.00921234726314252,-0.030672874263023495
9.8,0.066,0.25,0.9939,6.2,62.0,3.25,4.4,0.52,207.0,0.46,-0.28444158956813514,0.009792009996074895,-0.2439010170409348,0.1287168750891014,-0.08285812075584123,0.013763680018777221,-0.09753069761291905,0.01960725155831982,-0.17946953659435327,0.00308269816936763,-0.05313581782458152
9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46,160.0,0.31,-0.2866281090731138,-0.0182392144045504,-0.13071167227279573,0.09323508597351361,0.026175037034600557,0.02427645987158348,-0.1221027571148709,0.028665436608301075,-0.17295203201201334,-0.036442766104498286,-0.06216629276655175
9.8,0.067,0.35,0.995,6.9,32.0,3.36,5.0,0.48,150.0,0.19,-0.2875359470299606,-0.008634677869103905,0.31187657596985674,0.07945314619963308,0.04090635344065539,0.006425877765638765,0.04812667930552038,0.04368477766054045,-0.17619952676417194,-0.013930656071627067,0.09429611210390473
11.7,0.062,0.31,0.9917,7.2,31.0,3.35,1.6,0.44,173.0,0.19,0.6011007428853472,0.0907895706035511,0.31542124212818784,0.07239443528101833,-0.07725826689909937,-0.13445647272673736,0.07286887392480713,0.04761244039902327,-0.18602418153716369,-0.03455226639103132,0.11968145364453245
11.0,0.068,0.29,0.9914,6.6,39.0,3.34,1.1,0.58,124.0,0.25,0.1438804612284478,0.0709865760317891,0.056833232761153034,0.1322245297050873,0.03922765341904981,-0.10851521330307592,0.08484457506580148,0.026955072787655583,-0.1860624358040839,0.1245010196445075,0.09987295752391964
10.9,0.057,0.33,0.991,6.2,21.0,3.32,1.1,0.46,82.0,0.16,0.15051072728757858,0.05951408717049275,0.31059411994865255,-0.3117264401842185,-0.002387074572103493,-0.1463858815960407,0.06276878491805231,0.0020358705045588773,-0.17272971491532804,-0.026349257021554266,0.12198049455500583
10.9,0.045,0.35,0.9911,6.4,39.0,3.31,1.0,0.35,108.0,0.18,0.14158434521621222,0.04696771010153501,0.2995567742745828,0.11959642988655045,-0.006611676538456164,-0.11867932928733065,0.0964688265105065,0.05968971145572485,-0.006639094847139792,-0.030634075601937732,0.09499841510205671
9.1,0.147,0.59,0.993,6.8,38.0,3.05,0.9,0.38,132.0,0.2,-0.3781638929217804,0.06197793328845936,0.33450934994694886,0.12407559238766575,0.0592770879733009,-0.106300797569347,-0.020067207743229003,0.04752105168315144,-0.1994859884470264,-0.0690966438674321,-0.021212345509412187
11.0,0.039,0.35,0.9908,6.9,29.0,3.13,1.3,0.52,191.0,0.25,0.14108858820554732,0.07166376177455394,0.0328083416833839,0.10974959827467573,-0.09883596875147872,-0.12046264351081304,0.07544793829248364,0.043038133733963875,0.025112908757660965,-0.0011185788198132605,-0.019646931578018924
9.6,0.043,0.34,0.9962,7.2,37.0,3.09,11.9,0.5,213.0,0.21,-0.30668382349606876,-0.13859150115475313,0.3311928682824466,0.11286469773056411,-0.11038966526428136,0.08458489152282148,0.041601216573837155,0.03232771699191186,0.0303105513485008,0.0021646182260672765,-0.026091712569107677
8.9,0.048,0.26,0.9972,6.0,50.0,3.3,12.4,0.36,147.0,0.19,-0.3834942987600825,-0.12834894062525198,0.30309053927310975,0.11842110003968859,0.0013259157177238142,0.07416229494915524,-0.14045742529238006,0.004557829433903801,-0.005043982591570846,-0.05152834304886452,0.09540933766524205
10.2,0.044,0.15,0.9931,6.6,25.0,3.11,4.6,0.38,78.0,0.38,-0.3251611049450818,0.035154733053588155,-0.23403117617136474,0.09963150387931692,0.031632145712009424,0.03431053205504823,-0.13950337415574937,0.020318612454401717,0.010891901244907186,-0.07043521799305096,-0.03658114233885042
9.9,0.038,0.36,0.9926,7.4,44.0,3.36,1.2,0.34,111.0,0.2,-0.29501213745699656,0.05372640701377414,0.3191256060470683,0.09683396650853801,0.029054068352026757,-0.13064936860019308,0.05390384271230275,-0.07733465226743948,0.07436349226499579,-0.03941351688946681,0.09973788720829671
8.6,0.092,0.24,0.9951,6.8,30.0,3.03,4.9,0.46,123.0,0.22,-0.389910753810016,-0.01322021763519125,0.03834498963892107,0.11304533727264042,0.03809577094427926,-0.008475463289446823,-0.10423893506600167,0.03786762215596555,-0.19087423007959045,-0.03960635063237105,-0.045380875175231095
8.9,0.048,0.26,0.9972,6.0,50.0,3.3,12.4,0.36,147.0,0.19,-0.38609988180034716,-0.13952330786742395,0.31512362989573073,0.12570584519051883,0.026493717878906118,0.08600770092138105,-0.12818278151128698,0.010064857794564109,0.022783191002771257,-0.0684773666556555,0.09044376088384704
10.5,0.035,0.07,0.991,7.0,17.0,3.02,1.1,0.34,151.0,0.47,0.15580309711844326,0.028330437277332025,-0.25538565166701815,-0.32946157184188934,0.03976322649454103,-0.12854595428000992,-0.12688296473636668,0.06224413011702072,0.09200863490524976,-0.05066013609822511,-0.01844414402506982
10.2,0.044,0.15,0.9931,6.6,25.0,3.11,4.6,0.38,78.0,0.38,-0.2999910948751761,0.07152515218421321,-0.2652691025829446,0.09206994082738561,0.0077381244276390464,-0.005840009386416154,-0.12641413729637102,0.04493921417163894,0.003968097104058546,-0.03848249215303856,-0.01709399503443092
10.3,0.038,0.27,0.9927,7.2,31.0,3.15,1.4,0.46,122.0,0.24,-0.31442845676729325,0.0654308194343731,0.041119055909985984,0.09755288390371773,0.04225457892348559,-0.15389865555578625,-0.13850168634433752,0.04798002595923818,0.05711631204923971,-0.03378791632198288,-0.028540016638666805
9.1,0.064,0.03,0.9934,6.2,29.0,3.22,1.2,0.54,120.0,0.35,-0.37746820144163207,0.06076388932909309,-0.24235092494049998,0.08837625110478205,0.05914064255405456,-0.14419675672407564,-0.1040133778092159,0.016817347003674682,-0.18027042439389449,0.007080622356669274,-0.04480385322212112
12.6,0.04,0.24,0.9903,6.4,27.0,3.22,6.4,0.49,124.0,0.26,0.6262502678923829,0.044462803147365025,0.032836115887765645,0.08173726843907245,0.038985115575012504,0.032138044533315695,-0.11442077012223882,0.040547327297798974,0.07101286515422854,0.021243178327036795,-0.021390068838090814
9.8,0.041,0.13,0.992,6.7,81.0,3.14,1.2,0.42,174.0,0.25,-0.31496098292492375,0.07517146483602623,0.05984113486325222,0.13903963877091477,-0.07672096857714064,-0.13292221836712834,-0.12956884869254684,0.02260772629338383,0.04486773440929768,-0.04462098151964009,-0.02558644419672139
10.7,0.046,0.31,0.9926,6.7,30.0,3.33,2.1,0.64,96.0,0.23,0.15058832168270883,0.06501591440705305,0.058306544256535586,0.07105729027054841,-0.0032608161868403858,-0.00423365290043371,0.085176325147903,0.016348273426177264,-0.009021695258035062,0.127995673133632,0.11651871508275684
9.5,0.05,0.29,0.9962,7.4,21.0,3.13,10.1,0.35,105.0,0.24,-0.38782626440943035,-0.14139088207569595,0.045464749687850595,-0.30846822043113764,0.011414356440857273,0.07090924102506777,0.08505068522016258,-0.07447742009381385,0.009230767561843727,-0.08454175135926216,-0.04751176833523689
9.0,0.056,0.43,0.9956,6.2,48.0,3.1,7.8,0.51,244.0,0.27,-0.39318886692773825,-0.006411793058851479,-0.11812893798364879,0.13737875656301998,-0.0864838180675671,0.02011578889853114,-0.005286709496620626,0.006524815832346259,-0.19453611455508205,0.0036369172399956596,-0.05029467611787132
9.5,0.061,0.23,0.9958,6.8,50.5,3.32,4.6,0.6,238.5,0.3,-0.38424208707745217,0.0032667768526692693,-0.13968233800787133,0.14532619905025762,-0.09598100458549506,0.014438153714130968,-0.12981773294903465,0.04198468463719358,-0.16127302319945283,0.08415451488671878,0.11850296886141579
10.0,0.063,0.28,0.9964,6.0,31.0,3.69,4.8,0.71,201.0,0.27,-0.30510121415859315,-0.09945819256099835,-0.1289552262065458,0.08484958820589131,-0.08717885384446071,-0.020253697879703006,0.07761440567041275,0.013748968714497097,-0.17854075048715684,0.10867659129347679,0.11804358892397579
9.1,0.054000000000000006,0.46,0.9941,8.6,9.0,2.95,1.0,0.49,72.0,0.23,-0.356244577103462,0.01660840492637272,0.032329748436916626,-0.3211960459855344,0.0023897371181287315,-0.13002251844904378,-0.016929367861795424,-0.09804306600725186,-0.16675334723917212,0.0034261497524984046,-0.041612750366305004
10.7,0.046,0.31,0.9926,6.7,30.0,3.33,2.1,0.64,96.0,0.23,0.1280777394525132,0.05144553311728946,0.033537713950274474,0.11155045962849616,0.0039147445596023275,0.00771996123144227,0.08007680728688116,0.07119720383731638,0.006777244527029181,0.10463323193828789,0.10158603450216297
9.5,0.05,0.29,0.9962,7.4,21.0,3.13,10.1,0.35,105.0,0.24,-0.388996038579501,-0.0870840083702806,0.06637995811348084,-0.318283901170907,0.013494683398254308,0.0697960119756142,0.07982984812207984,-0.10049504036362089,0.01136237168478886,-0.06666318651361428,-0.010988936278513857
12.7,0.043,0.36,0.9898,7.1,31.0,3.26,1.4,0.37,87.0,0.18,0.6074784605694276,0.06237003413288199,0.3049690811711572,0.06947239130629096,0.011678435992496797,-0.1253924867018828,0.06261078242003248,0.040493268799531426,0.06826207027349739,-0.05216168674549906,-0.021205222725671494
12.0,0.042,0.34,0.9912,7.0,20.0,3.31,1.3,0.65,69.0,0.32,0.6126370996526193,0.09166040193661182,-0.13945302253079983,-0.3273112523398543,0.003085222238781579,-0.11852251850611395,0.07547405131474651,0.05556336083112286,0.054203859052277654,0.12216124741654484,0.11701571054183127
9.3,0.064,0.3,0.9961,7.4,26.0,2.94,8.8,0.56,103.0,0.18,-0.3888220266066625,0.01097447011684434,0.3249211147448648,0.08296845133657346,0.003109424492420142,0.028492601225892297,0.07899877656191388,-0.07521086617222202,-0.19801865722009804,0.1185429196521824,-0.061791764818152635
9.0,0.06,0.28,0.9949,6.7,21.0,3.27,5.4,0.37,105.0,0.54,-0.389453179484197,0.0010162872835156802,-0.2548004981451797,-0.33782651397195507,0.02066350944895416,0.03862132857113318,0.0909044253407216,0.04819712591695432,-0.18632219102783948,-0.07172082359271749,-0.00719232203573717
10.6,0.053,0.31,0.9929,6.8,34.0,3.39,1.4,0.77,114.0,0.22,0.15370911272232604,0.06700499329199114,0.02890390385069517,0.09592171280427572,0.04953841745460949,-0.13464715791373075,0.10175248398141645,0.02314512491789035,-0.17598991100109038,0.10816196525508427,0.09209692657929382
9.2,0.05,0.34,0.9985,7.1,51.0,3.21,16.0,0.6,166.0,0.2,-0.3750226513052271,-0.1313960008479665,0.3386444358198608,0.12429617046412618,0.042565665887644516,0.06884018904051621,0.0666179378247438,0.06646313118281638,-0.0016842074122712732,0.08070063142787852,-0.040416145887389406
10.0,0.063,0.2,0.9946,7.1,47.0,3.17,6.1,0.42,164.0,0.34,-0.3046796814973488,0.020551811533503134,-0.25487368135737326,0.12424973630424846,0.033612592153310514,0.05181625152729691,-0.12584870133684775,0.06620275017140567,-0.200318158685827,-0.047137907964327326,-0.03328001237140575
9.5,0.047,0.3,0.9966,7.3,42.0,3.33,8.2,0.46,207.0,0.22,-0.39450242367105026,-0.10161090868294988,0.021020847620474147,0.10225612445706464,-0.06728541372265322,0.017237197865356317,0.0917256242463218,0.03670866518676726,-0.0108892670091851,-0.04625793565233564,0.09918656318898292
8.7,0.045,0.61,0.9974,7.1,54.0,3.11,11.8,0.45,155.0,0.43,-0.3797846885542707,-0.12594780031277847,-0.24633455076347063,0.14116749694291378,0.03796550083573423,0.09124461434762295,-0.006160661488381806,0.05506930872903648,0.013619149605545586,-0.028852846957173765,-0.04788019516377762
8.7,0.044,0.62,0.9975,7.1,52.0,3.12,11.8,0.46,152.0,0.44,-0.3923432404958282,-0.1361253871867531,-0.26505256086472195,0.1303607211896985,0.036637511299048166,0.09855220786148812,0.021729110576877375,0.03127870238473777,0.010391089487659419,-0.05389371474745485,-0.05141457844249179
8.7,0.044,0.63,0.9974,7.2,55.0,3.09,11.0,0.44,156.0,0.39,-0.3984799665341552,-0.1323711312417206,-0.21963566607277063,0.12046670520022495,0.010002166913002429,0.06117049350681107,0.0013245323934161224,0.045144526733399956,0.0038539308348740937,-0.0395578630617335,-0.02957109694700882
9.7,0.05,0.31,0.9972,6.8,69.0,3.22,13.3,0.48,202.0,0.25,-0.29394914336477207,-0.15821168907654157,0.03537606805873079,0.12883021202116537,-0.08297857985315914,0.08458112382705454,0.07935442115313063,0.03011966980873069,0.009614191183809948,-0.008388024209524768,-0.03872580494714238
8.7,0.045,0.61,0.9974,7.1,54.0,3.11,11.8,0.45,155.0,0.43,-0.39686019081634133,-0.1259019235795204,-0.24456630911659227,0.15729537192581206,0.03918104994012818,0.09541951701275149,0.0036567527536661617,0.07153165093979155,-0.005411887710761403,-0.03163382975770482,-0.024299077629503604
8.7,0.044,0.62,0.9975,7.1,52.0,3.12,11.8,0.46,152.0,0.44,-0.3863414315541393,-0.12528797777027006,-0.242204661302818,0.13519011079669904,0.04761540301933439,0.09698720212410308,0.024429681752419774,0.0638295707031952,0.009734113585875856,-0.03458018845458462,-0.06311630496381627
8.7,0.044,0.63,0.9974,7.2,55.0,3.09,11.0,0.44,156.0,0.39,-0.38467389782594685,-0.13079141198322114,-0.2203679928893441,0.11736599378758932,0.020728663602890697,0.09159514245577251,-0.0014743053898114494,0.05932379849073832,0.009708258963445699,-0.05508448191457026,-0.04891963386153414
