atemp,casual,humidity,registered,temp,windspeed,holiday,season,weather,workingday,weather_score,casual_score,temp_score,humidity_score,workingday_score,season_score,registered_score,atemp_score,holiday_score,windspeed_score
20.455,11,94,17,16.4,15.0013,0,1,2,0,0.670221976035846,-0.004463509474151919,0.003460925976043255,-0.017672234048124447,-0.0049922171399722215,-0.03100073138424359,-0.018308677765197973,0.0035140844217010658,0.053085489712243875,0.0005529889852343624
22.725,15,88,24,18.86,19.9995,0,1,2,0,0.6715708683677509,0.012442083341945314,-0.01125122101078479,-0.0011548748168314807,-0.002384762421780405,-0.0010990666880371992,-0.0010752886218923143,0.013391963637673266,0.06809876895810284,0.023894902004408886
22.725,4,88,13,18.86,19.9995,0,1,2,0,0.6455399415435894,0.009424957405695671,0.011542801274107058,0.014011977641928925,-0.000787025584814171,0.02259407910473684,0.01467657106741341,-0.012095199706635714,0.0030731705279116272,0.01146412747347629
21.97,1,94,16,18.04,16.9979,0,1,2,0,0.6517162256168291,0.0008591907227710532,-0.01059592798978114,0.026414710096757915,-0.006153916023186425,0.021438540231989198,-0.011763068208897,-0.013155390615376605,-0.04986265031884757,0.003678229027683094
21.21,1,100,8,17.22,19.0012,0,1,2,0,0.6594699169881065,-0.011422103264492365,-0.010045007130313014,0.0015547615398844386,0.009443399068980523,0.00803416710811985,-0.003951154107581984,-0.011070194724946539,0.008018868681823959,-0.01674758304203948
22.725,2,94,4,18.86,12.998,0,1,2,0,0.6414053531166692,-0.04287293171732626,0.014890879499658399,0.03886115389207673,-0.011076522632116333,0.03250297762827164,0.0043875022467220635,0.006467554729891074,0.003716189986790708,-0.004249471720569606
22.725,2,94,1,18.86,12.998,0,1,2,0,0.6344678688674227,0.009593352365747652,-0.029631560216178923,-0.026426028629624655,-0.021333874989677575,-0.019681005529271555,0.011644391804539148,0.004262329807315308,-0.026465338642747287,-0.005005322575713893
21.21,0,77,2,17.22,19.9995,0,1,3,0,2.168158831809632,0.0009784669064285927,0.015219295307055654,0.014734102144815953,-0.019640040547575715,-0.0003610397029946877,0.004613265456548043,-0.01055055753303497,0.034165755154807166,-0.010593240491773294
20.455,0,76,1,16.4,12.998,0,1,2,0,0.6876426593418762,0.033647001060966526,-0.0018596393149108463,-0.026856406498571697,-0.021735391135979838,-0.012775648788309784,-0.00047501850195385257,0.04315602612944952,0.021858036841814574,0.030656425579480274
20.455,0,71,8,16.4,15.0013,0,1,3,0,2.158672899377534,0.008977439061015636,-0.00927039130893763,-0.012403328612692334,0.013727136843994927,0.010687497458172735,0.005916330864160031,0.0004313120688628611,0.06357772385128893,0.015311919193805179
19.695,1,76,19,15.58,15.0013,0,1,2,0,0.6529871416580878,-0.002329207759527203,-0.04256578936635108,-0.01701509162084974,0.006829830873056164,-0.005950396154041029,-0.005125629557914771,-0.032964678545054873,-0.057264653026826956,0.031857544156310334
17.425,7,81,46,14.76,15.0013,0,1,2,0,0.6537356053138563,-0.002114568787471587,-0.06407357627435593,0.004487064719080153,0.030740447181275613,-0.008763754356185387,0.008988320101822257,-0.0049019215408181984,0.040461305525266694,-0.03791184211282463
16.665,16,71,54,14.76,16.9979,0,1,2,0,0.672729701642112,0.01252729690269533,-0.012503272593472312,0.032827393098423086,-0.04406070258481253,-0.027128845336462887,0.008906881222098985,-0.011399883361239722,0.035685626614150125,0.008647297479314708
16.665,20,66,73,14.76,19.9995,0,1,2,0,0.6628158621387784,0.01173717633084457,0.041779718343283,-0.017372889395015148,-0.03466657068996608,-0.033600533057776834,-0.006444715460498619,-0.04501903607959494,-0.02002088262489213,-0.006514850424315959
17.425,11,66,64,14.76,8.9981,0,1,2,0,0.6609039814219443,-0.005617617478357938,-0.01448839957253408,0.002358046411370514,-0.02876303738829717,0.006971629624080191,-0.03143083211022814,-0.011497473094913654,0.010088210272284645,-0.00562011856049533
17.425,4,76,55,14.76,12.998,0,1,3,0,2.1507923560223077,0.02056016566712704,-0.03224297852820992,0.011286582688087094,0.022645248493058153,-0.001393632340255957,-0.026193334288960382,-0.012487536455032925,0.05846627185000062,-0.004059413335965943
16.665,19,81,55,13.94,11.0014,0,1,3,0,2.1635465148864594,-0.006720313750188202,0.020087381991330637,-0.0020961352605690362,0.000826522521923365,0.0015929389922575128,0.005824435425993656,-0.0031955526303121527,0.008808289722380723,-0.0029870462855957802
16.665,9,71,67,13.94,11.0014,0,1,3,0,2.1618832840175015,-0.0037462592938986867,0.012396432548526992,0.007662774076708797,-0.0036879445081765077,0.0012694522370080403,0.008890795472877567,-0.003931447802267205,0.0008011116445703015,0.002206149645176985
16.665,7,57,58,13.94,12.998,0,1,1,0,-1.26285355900707,0.012457801460077562,0.010093947277449505,-0.0036781746953013818,-0.006515969843874206,0.00019511587545678057,0.006205532008484366,0.007021095113020754,0.007165648676159328,0.005093839774959917
16.665,10,46,43,14.76,22.0028,0,1,2,0,0.6505903464364466,-0.004592501401292618,-0.005332378312616231,0.024405941731302918,0.004085504130482208,0.01778665325055516,-0.045733124121328524,-0.016447035277062982,0.07986097691664616,0.0057284458936000225
14.395,1,42,29,13.12,30.0026,0,1,1,0,-1.259422544358893,-0.017864165346142543,0.019738150013425524,0.0143501247317884,-0.012829174422601845,0.021891219936170256,-0.011179822959836628,0.010145215210356662,0.043349991704864,0.019494613793005162
13.635,5,39,17,12.3,23.9994,0,1,1,0,-1.2745930581360339,0.011417100233420815,0.009414138386061002,0.014808527961315633,0.004893567689604459,0.0033677922398457796,-0.005579910563456602,-0.016820057674757465,-0.028892114760223946,0.001200603602108423
11.365,11,44,20,10.66,22.0028,0,1,1,0,-1.2627471140358584,-0.018088880221434078,-0.0003503557948424608,0.002822766491001749,-0.005362510028159439,0.006975580940745054,-0.029623432939321983,-0.02422872728307335,0.010867724152852145,0.002326839413463474
10.605,0,44,9,9.84,19.9995,0,1,1,0,-1.2549602341579884,-0.0116559632607994,0.007858664374401376,0.017934946143729966,0.004346646383873822,-0.0004209626188399427,-0.007724603085906747,-0.02030479903030292,-0.0030249073577897686,0.028653122821177174
11.365,0,47,8,9.02,11.0014,0,1,1,0,-1.2436454938205241,0.010058348484627645,0.005951840450923328,-0.005526863152958118,0.016238406252264484,-0.00267677004721496,0.022988998675413628,0.0009778796703170268,-0.010311769399284363,0.0048896485236922345
9.85,0,44,5,9.02,23.9994,0,1,1,1,-1.2683435200231583,0.020717120858756224,0.007783794982011732,-0.003150522195570949,-0.010077719648934343,-0.0029122476486279883,0.003659787439984796,-0.0033285125168143873,0.015590192495930385,0.014441793718876647
8.335,0,44,2,8.2,27.9993,0,1,1,1,-1.2790184012695036,-0.002886994874058956,-0.014029308695750422,-0.014002337830242928,0.01645253266441586,-0.00330253979624116,0.003841660305752045,-0.00029035819830591303,-0.06247145820803028,-0.00942404599362192
6.82,0,47,1,6.56,26.0027,0,1,1,1,-1.272672839894611,-0.009186177954316598,-0.015512308273243586,0.0028811911305530354,-0.006329344585678614,0.006358376065772837,0.01309500964281949,0.004200654278093677,0.010129794442928566,0.011137311738495996
6.82,0,47,3,6.56,19.0012,0,1,1,1,-1.2524345379847557,0.007939030055258105,0.009618531440865191,-0.0026236872961505377,-0.0010762856886106487,0.015696027513444837,-0.00023147236161912251,-0.013875434405463566,-0.02215023672490223,-0.0056485217424466745
5.305,0,50,30,5.74,26.0027,0,1,1,1,-1.2197675759628892,-0.008987315557111162,-0.008321371033410657,-0.01751492383468237,-0.005660376250653744,-0.0018183407668608104,-0.004836901100466266,0.0005142646465863038,0.05223111043690816,0.013696685729600235
6.82,1,50,63,5.74,12.998,0,1,1,1,-1.2676228557868017,-0.007882631081771504,-0.007255651624501203,-0.005408326844906009,0.0017390422455674233,0.01216446849431332,0.018082951450790627,0.007397694322948688,-0.07540686044492355,0.0032806131085065782
6.06,1,50,153,5.74,19.0012,0,1,1,1,-1.2902554985661518,0.005403482070011136,0.0019633474002160975,-0.018646648412188375,0.01848256969960191,-0.014268235980105013,0.005176849943741593,-0.009825293825444023,0.022132504335677494,-0.02058186919380665
6.82,7,43,81,6.56,26.0027,0,1,1,1,-1.2681324988471276,-0.017493764395948474,0.0008925783787894618,0.0018261379648262111,-0.005640023826288415,0.003999656984972573,-0.008991205503308675,0.005092944470205209,0.0012631329115297845,0.010657383941657238
8.335,11,43,33,7.38,16.9979,0,1,1,1,-1.2681201546138725,0.012062194258741136,-0.0026563486059918676,0.0024795076338302454,0.009711742109588193,0.0035481338194152025,-0.003747505797077999,-0.02130207642917153,-0.03762436982274274,6.941456465014809e-05
9.09,10,40,41,8.2,22.0028,0,1,1,1,-1.268401675471049,-0.01171808928623204,0.01158970238447345,0.013209806882833172,-0.0005716000943034035,0.012293468545951633,-0.0029351722594014285,0.020041748765205,-0.02838040218846313,0.0066366013203606605
10.605,13,35,48,9.02,19.9995,0,1,1,1,-1.2670237140518714,-0.0009482011458643803,0.005649118125583024,-0.014553383175418745,0.0002824175728366833,-0.002380523672226558,0.010728088154689642,-0.004281938348826393,0.0121627557989038,-0.006889889008560404
10.605,8,35,53,9.84,19.0012,0,1,1,1,-1.3027045833204705,-0.010598236865842638,0.00828064898724525,-0.0002199475369908685,0.00822297035651569,0.03340102185115235,-0.01273847854699704,0.025790497916226528,-0.02409757810417205,0.010414690778004646
12.12,11,30,66,10.66,19.0012,0,1,1,1,-1.2788677731214886,0.015788595853054827,0.0029028347425684073,-0.023070598174239162,0.02247292693981835,-0.010423305417498622,0.01558156137306061,-0.00115411865515717,0.025211236066903987,-0.015858522524678988
12.12,14,30,58,10.66,16.9979,0,1,1,1,-1.2990716575388779,0.0174721409340385,-0.0019527370213618018,-0.013345678137098603,-0.013928622110844868,-0.023779053712841742,0.0016564133074334349,0.016191919636960064,0.03264744918038328,0.0005876706642960627
12.12,9,30,67,10.66,16.9979,0,1,1,1,-1.2805228059699032,-0.013831404187800333,-0.011159388792804212,0.0022029609977494277,-0.007583043739569628,-0.004429775985417087,-0.006034105903297638,0.0024842964285691676,0.0235126649852009,0.005995520385243028
11.365,11,30,146,9.84,15.0013,0,1,1,1,-1.2725034682115972,0.005858313906196525,-0.009422207037852121,-0.0007211596156858827,-0.0010523864989772918,0.007362119633317163,0.01928642747350938,-0.001384650790421646,0.0066033526973904725,0.009036759700289464
12.88,9,32,148,9.84,7.0015,0,1,1,1,-1.2532326846377113,-0.004867186957081487,0.0029947916442058784,0.008390603244085762,0.01734404789846348,0.004622409214109604,0.00938943188446795,-0.00101230169360624,-0.005017515921296809,-0.012486407876014084
12.88,8,47,102,8.2,0.0,0,1,1,1,-1.297638046082294,-0.002462995513129688,-0.0023527474974930906,0.014184386594491633,-0.019546387419615507,0.0015203180764351474,-0.021234773477070444,-0.00224456909942409,0.04327841043205721,0.0019622555829933697
11.365,3,47,49,8.2,7.0015,0,1,1,1,-1.2714006569471354,0.012519650248511885,0.01206506086111734,0.014816259747605613,0.0029539581602532916,-0.006998720751635599,-0.013194261619944397,-0.00945436566814341,-0.05746153213134015,0.006177091687040101
9.85,3,64,49,7.38,8.9981,0,1,1,1,-1.284166631947031,0.014599480397273523,-0.008732564386692608,0.008455295645276478,-0.0005272580607313574,-0.01722595850134935,-0.014639085424495627,0.025840660176654474,0.08329838736467039,-0.008517446887949275
7.575,0,69,20,5.74,8.9981,0,1,1,1,-1.252839970426286,0.015968102884331977,-0.01323266819106917,-0.012620939435788393,0.006999333980535383,0.022162453523631703,0.021235202200488773,0.01361379176996712,-0.007942512079383015,0.009202131975675031
10.605,1,55,11,7.38,7.0015,0,1,1,1,-1.2560103908239857,0.01244288737550697,0.015103296491654048,-0.0029928678060101065,0.0017123388520993046,-0.003957393143331499,-0.014274282713362587,-0.023277900968379034,-0.0020964509880767794,-0.001290333583176755
9.09,0,55,5,6.56,7.0015,0,1,1,1,-1.2873593419878948,-0.004117749829154133,-0.03507283245668516,-0.007772249958935525,-0.010265831129161622,-0.010742314762908343,0.03217872685303973,0.010369498388917339,-0.01398356228965019,0.006194501683452263
9.09,0,59,2,6.56,7.0015,0,1,1,1,-1.288536507729173,-0.02062798101322298,-0.001994992147838282,-0.005250945935479718,0.0018769119037601537,0.0052567359961453565,0.0032578264143129066,-0.006670664215042405,-0.03431002850213475,-0.0058898777290880755
7.575,0,63,1,5.74,8.9981,0,1,1,1,-1.293010032536409,-0.01589294458193989,0.0011491130243470372,0.031035600964941807,-0.0062865991752471114,0.005300955350196397,0.010129200736327428,-0.005641202231832223,0.010053417749668506,-0.0046780904325072325
9.09,0,63,2,5.74,6.0032,0,1,1,1,-1.2490971036894312,-0.0017744919293051862,-0.0008149460280126483,0.0056250599231333085,-0.008290387483577672,-0.02175571439589338,-0.021527855246042754,-0.019699223348214737,-0.029526847699064097,-0.006129735468578782
7.575,0,68,4,4.92,7.0015,0,1,1,1,-1.3076076985036522,-0.00042191981740007854,0.008875581136978384,-0.0002578007110296227,-0.02220682305763139,-0.014437473282783662,-0.009813905537278629,-0.017671121683365862,0.008012087186102794,-0.02074408595860181
7.575,0,74,36,4.92,7.0015,0,1,1,1,-1.284740665618461,0.013133367362751405,-0.0009008125582717218,-0.011615186859727043,0.007669926659858465,0.019323954171655226,0.02647761712783894,-0.01784842397181611,-0.009091300116632638,-0.006054765615106367
7.575,2,74,92,4.92,8.9981,0,1,1,1,-1.2587421948313757,-0.006508615335632304,0.012873227585614606,0.004286484152772847,-0.008732983540352061,-0.003078472647822446,-0.006910223795695444,0.009394760205857807,-0.008006816141354385,0.008593001734748985
7.575,2,69,177,5.74,11.0014,0,1,1,1,-1.2837834320870787,-0.014378672904824146,-0.0030742277761047774,-0.02168690982725312,0.021434542122928984,0.012947317840601292,0.010507714285201338,0.0012973253895356897,-0.04760312845416958,-0.013981469471157266
7.575,2,64,98,6.56,15.0013,0,1,1,1,-1.2697519549623109,-0.019384434988767706,-2.576506956929028e-05,0.0054664767450950565,0.0022691715222365235,-0.005117107084825968,0.025862848509469186,0.0075541281228278636,6.51022782365749e-06,0.02592911438157134
6.82,5,69,37,6.56,22.0028,0,1,2,1,0.6476381439021014,-0.025294982284838723,0.021544537843900737,-0.00340837165706911,-0.01629482546825989,0.028612425353021078,0.00749393159411241,-0.009974280352924497,-0.010976272181698754,0.057537947152701586
10.605,7,51,50,9.02,19.9995,0,1,1,1,-1.2770709323999099,-0.018437580171302283,0.0024051317344541724,0.01271257123902584,-0.00043853296223104863,0.011589841145838999,-0.004801255650775274,-0.014933552649152441,0.051948065503280405,0.013042768530804005
11.365,12,51,66,9.02,11.0014,0,1,1,1,-1.2617444614465536,0.0015813826824411037,0.007403168969476127,0.005268434638654537,0.010975344951049638,-0.001872019581697933,-0.013002818920857686,-0.0007870649842799753,-0.02344689570079921,0.011916030690962871
11.365,18,56,79,9.84,12.998,0,1,1,1,-1.2826867371353141,-0.010679639762823765,-0.009149243805001045,-0.022162878235910816,0.018799031835740585,0.0053057571871599615,0.01696065277108204,-0.014208123298004473,-0.009132862423597161,0.005223454490412385
12.88,9,52,54,10.66,15.0013,0,1,1,1,-1.2751304534004693,0.0030152837597323553,-0.014569173825012388,0.0012176130661528887,-0.00803544299169342,0.010477455660538641,0.010472311261367507,0.00755363368772495,0.00016329448694255396,0.01873298324212615
13.635,17,52,48,11.48,16.9979,0,1,1,1,-1.2774854032927498,0.007532960684569973,0.009398617211966321,-0.012214385420758493,-0.003405508861760161,0.003614640315341985,-0.0014583156653447352,-0.004065372510592157,0.003944918739591371,-0.0016377669603169017
14.395,15,49,68,12.3,16.9979,0,1,1,1,-1.2758718773511362,0.005093859818669058,0.019472204478968014,0.0014017341344590248,-0.031894612149633246,-0.017643525914010232,-0.00034045016708030934,-0.0015516141776999975,0.0023064292171126057,-0.003949300982646722
13.635,10,48,202,11.48,15.0013,0,1,1,1,-1.2592211166405378,0.0005768591606439093,9.987060451716706e-05,-0.0071533935363794045,0.005621301856563954,-0.008569612302565416,-0.008023997654175217,0.00487681344012601,0.013061247473104998,-0.011056818446985623
12.88,3,48,179,10.66,12.998,0,1,1,1,-1.2850315664145269,-0.01256313325853495,0.003228865449400635,0.00024600108554240316,0.010217213408391835,-0.005555901964754107,0.012242617950256362,0.011369970757501204,0.018296795353921914,-0.0017417937246922625
12.88,2,48,110,9.84,7.0015,0,1,1,1,-1.302064072796331,-0.004122720527346937,-0.018995456702777313,-0.015967816966066934,0.002890100832963099,-0.009786339267520481,-0.013351755531396892,0.004284156238354459,0.02038810957490642,0.0011814727288905066
12.88,1,48,53,9.84,7.0015,0,1,1,1,-1.2875752021929674,0.0013183791294358142,0.006413020931504447,0.015847781765461665,0.012422515919539846,0.0017900884589168939,0.021782510512084737,0.004949640175838831,-0.02954723168085241,-0.008920124814524488
13.635,0,64,48,9.02,0.0,0,1,1,1,-1.2777372910163105,-0.00037127642342335874,-0.005342469804425566,0.008038979552443362,0.006037095396159605,-0.006658391717056028,0.0024512665564232748,-0.0063778682945160505,0.00021644514377141896,-0.0009118581884600245
12.88,1,64,34,9.02,6.0032,0,1,1,1,-1.3147282987759485,0.01454904582511731,-0.003438185926417869,0.00973425083344236,0.010426192909302657,0.010296503558664205,0.023183885596089467,-0.009510330412229909,0.046604815794582685,0.026092166284985643
11.365,2,69,9,8.2,6.0032,0,1,1,1,-1.270324314879271,0.005852526010237696,0.013460059758941337,0.023502071339061233,0.00045397301878657515,-0.008906457137822173,-0.0276585619742961,0.008220641524315158,-0.001540261839878787,0.0012915304688464334
12.88,0,64,6,8.2,0.0,0,1,1,1,-1.264841273578156,-0.00035947671485356925,-0.005429596923222239,-0.009850464112337714,0.003748777264944315,0.002863421068020305,-0.020424779036423663,0.003380186973750084,0.004452804273961798,-0.0023813901824399552
9.85,0,74,6,6.56,6.0032,0,1,1,1,-1.310881570018741,0.012832964508820842,0.0042048455803814205,0.012187184918530833,0.0015367890116871551,-0.0025129076172632466,0.01648739159553949,-0.022278844618829927,0.043241654015866104,0.005836850562458412
9.85,0,74,2,6.56,6.0032,0,1,1,1,-1.2499615145820175,0.012602813865877811,0.0017517887154384333,-0.012647581484581375,0.008217755852917319,-0.0018138624961401572,-0.005233589153725644,-0.010329911287618928,-0.03409973837362958,-0.013341541903783264
11.365,0,48,2,9.84,15.0013,0,1,1,1,-1.2664047724093928,-0.004946861543012824,-0.008128774424878527,0.027193563800240232,0.008080540652121458,-0.0033293124259613795,0.009327962882878231,-0.008033412117187843,0.039014341812198594,-0.02277131160720327
11.365,0,47,3,9.02,11.0014,0,1,1,1,-1.2414363946208913,-0.010669420906044117,-0.004516755060253088,0.010693480192465084,0.016275718579344404,0.003997684508710731,0.02434149354057992,0.01134489808653667,0.018155400823958584,-0.007605037561881506
9.85,0,47,33,8.2,15.0013,0,1,1,1,-1.236145605382286,0.0051824593981924785,-0.009908975883818814,0.014003133821085556,0.0037606670932513317,0.005367776979960149,0.01912513016957409,0.00931440680620855,0.0496696164132347,-0.021783424130590087
9.09,1,43,87,7.38,12.998,0,1,1,1,-1.2686666216049667,-0.009134379955090786,-0.014882270176320711,-1.735100146164782e-05,0.022344450371559285,0.0022266612811767212,0.010678260600462968,0.015320409448825038,0.03225218233607354,0.002175283065236757
9.09,3,40,192,8.2,19.9995,0,1,1,1,-1.265445531677505,-0.01964415164387862,-0.010723489335724616,0.005385483460398919,-0.00041151281827482247,0.013168518334971341,0.004508394865706695,-0.012721805832960424,0.014283358970966114,0.017106442997346295
9.85,6,37,109,9.02,22.0028,0,1,1,1,-1.2636263128460588,0.002749674769577505,0.004058803059096938,-0.005851871235269266,-0.03079355091316477,-0.02164764935333672,-0.00425987532049711,-0.0015736811371623346,-0.07013095175803978,0.0007970230483983574
9.85,4,37,53,9.02,22.0028,0,1,1,1,-1.3045315833027051,-0.004621414694696426,-0.009923838432593637,0.007408012107424892,0.004559759896631859,0.008612050189294505,0.0032061898568189044,0.0021034864547488856,-0.008739081003751929,-0.011507387063789261
11.365,12,33,34,10.66,22.0028,0,1,1,1,-1.2922367811920632,-0.0143640926727875,0.02886510947850198,0.017079880170041337,-0.0031736459787201072,0.029593187167132634,-0.0048071288599622185,-0.005890365913979004,0.06644337787956005,-0.0031187998124448456
11.365,5,33,74,10.66,22.0028,0,1,1,1,-1.2594682086220808,0.003913542283255211,0.001291338224957012,-0.0030408139954324646,0.007216662315156972,0.0009320730954956442,0.008262579725653477,-0.0035844382865293915,0.013726595639185928,-0.027035075049980716
12.88,6,30,65,11.48,19.9995,0,1,1,1,-1.2702405689089251,-0.005097872646500376,-0.00929531315279193,-0.0056056634538844,-0.02374189223989506,-0.008067644757028702,0.005864821890305668,0.004568264629022625,0.03896695054901161,0.01263747348453993
14.395,10,28,52,12.3,12.998,0,1,1,1,-1.2807826113364675,0.010619043504282536,0.016541256436541096,0.006089682073476176,-0.008064855390709193,0.012595342256484541,-0.012280923709028828,0.0050426434914158,0.014827828410342409,-0.019337037082433808
14.395,7,28,55,12.3,12.998,0,1,1,1,-1.2559008373736078,0.0015809006073518549,0.0007417628679840345,-0.0065119617749440604,-0.0011023260419136501,-0.017060544334288434,-0.011646798711971763,-0.020294083546919594,-0.021803318097391132,-0.0013918960086277128
15.91,4,28,85,12.3,6.0032,0,1,1,1,-1.281392810908228,-0.007543291315929431,-0.00013436816909193593,-0.005079498238161446,-0.010794205838684652,-0.011951917739799459,-0.013128960918374916,0.002177693393141287,-0.02038152897685424,0.0061766753459812735
11.365,4,38,186,9.84,12.998,0,1,1,1,-1.2726226445577262,0.011005169516023932,0.006067470074004074,-0.02876409768979291,-0.011050499250649057,0.000907940972215361,-0.004337909900291459,0.003804578988168803,-0.011476423437117076,-0.008361069464833408
12.12,3,38,166,9.84,8.9981,0,1,1,1,-1.3111587438281544,0.0006726447619572623,0.007413635814744774,-0.0059612738982521216,0.0036337664473650687,0.008209395449563117,-0.005089165963227278,-0.005972188929025624,-0.007321219094781488,0.00032545181740765825
12.88,5,38,127,9.84,7.0015,0,1,1,1,-1.2667953065507684,0.013082203399292284,-0.015603653046751195,-0.01124438327280122,0.010168055575544063,-0.011763713629971126,0.009518983327801378,0.01592656894996283,0.038190334206051973,-0.005301137799764281
